Series Description,EURO,US$/POUND,BRAZIL ,CHINA,DENMARK,INDIA,JAPAN,KOREA,MALAYSIA,MEXICO,NORWAY,SWEDEN,SOUTH AFRICA,SINGAPORE,SWITZERLAND,TAIWAN,THAILAND,VENEZUELA ,Nominal Broad Dollar Index ,Nominal Major Currencies Dollar Index ,Nominal Other Important Trading Partners Dollar Index ,US$/AU$,S$/NZ$,CANADA,HONG KONG,SRI LANKA
7/12/2010,1.2573,1.5016,1.7648,6.7709,5.9279,46.66,88.53,1203.35,3.202,12.8279,6.3599,7.5093,7.6241,1.3831,1.0621,32.08,32.34,4.2893,103.7774,77.5356,131.7657,0.8733,0.7095,1.0377,7.771,113.15
7/13/2010,1.2719,1.5175,1.751,6.772,5.8629,46.74,88.24,1212.5,3.2025,12.7071,6.2543,7.406,7.5302,1.3755,1.0524,32.13,32.35,4.2893,103.2381,76.8189,131.5141,0.8821,0.7195,1.0281,7.7732,113.05
7/14/2010,1.2755,1.5284,1.7603,6.7714,5.8415,46.71,88.59,1201.55,3.197,12.6961,6.2244,7.3612,7.5151,1.3732,1.0556,32.11,32.29,4.2893,103.1749,76.789,131.4097,0.8854,0.7244,1.0304,7.7699,112.95
7/15/2010,1.2893,1.5376,1.7715,6.7774,5.779,46.5,87.41,1201.5,3.2,12.7656,6.1964,7.3102,7.5616,1.3751,1.0421,32.11,32.23,4.2893,103.0442,76.456,131.5706,0.8781,0.7226,1.0401,7.7694,112.85
7/16/2010,1.2919,1.5289,1.7858,6.775,5.7648,46.7,86.4,1202.5,3.2045,12.9256,6.2631,7.3499,7.6052,1.3768,1.0522,32.08,32.22,4.2893,103.3084,76.627,131.943,0.8707,0.7112,1.0536,7.7758,112.7
7/19/2010,1.2963,1.5222,1.7857,6.778,5.7482,47.1,86.77,1216,3.223,12.9111,6.2972,7.345,7.6602,1.3769,1.0524,32.14,32.27,4.2893,103.4221,76.6638,132.1544,0.8692,0.7065,1.0557,7.7748,112.7
7/20/2010,1.2905,1.5255,1.7789,6.7781,5.7742,47.23,87.22,1206.4,3.21,12.8451,6.2888,7.3704,7.583,1.3745,1.0481,32.16,32.27,4.2893,103.3643,76.7464,131.9057,0.8788,0.7123,1.0526,7.7736,112.8
7/21/2010,1.2818,1.5201,1.7735,6.7769,5.812,47.08,87.3,1203.5,3.215,12.7785,6.25,7.3669,7.5303,1.3753,1.052,32.14,32.29,4.2893,103.2686,76.747,131.684,0.8824,0.7177,1.0422,7.7739,112.75
7/22/2010,1.2903,1.5283,1.7639,6.7795,5.7758,47.12,87,1202.95,3.204,12.752,6.1778,7.3131,7.4424,1.373,1.0403,32.1,32.24,4.2893,102.9457,76.3096,131.547,0.892,0.7239,1.0373,7.7739,112.72
7/23/2010,1.2874,1.5425,1.7618,6.7803,5.7924,46.9,87.31,1198.5,3.195,12.7666,6.197,7.3471,7.4321,1.3709,1.0529,32.09,32.19,4.2893,102.9822,76.4028,131.5013,0.8946,0.7286,1.0376,7.7667,112.72
7/26/2010,1.2983,1.549,1.768,6.7788,5.7389,47.04,87.2,1191,3.195,12.6958,6.1611,7.2821,7.337,1.3611,1.048,32.06,32.18,4.2893,102.6003,75.9472,131.2543,0.8998,0.7321,1.0312,7.766,112.8
7/27/2010,1.2983,1.5538,1.764,6.7781,5.7383,46.25,87.88,1181.95,3.182,12.6525,6.1599,7.2998,7.32,1.3623,1.0622,31.98,32.16,4.2893,102.5887,76.1642,130.9246,0.9017,0.7329,1.0357,7.7651,112.76
7/28/2010,1.2998,1.5611,1.7623,6.778,5.731,46.7,87.62,1185,3.193,12.677,6.1526,7.2946,7.331,1.366,1.0578,32,32.23,4.2893,102.5939,76.0713,131.0662,0.8929,0.7273,1.0356,7.7657,112.5
7/29/2010,1.3064,1.5591,1.7678,6.776,5.7024,46.53,86.87,1185.35,3.189,12.7278,6.1121,7.249,7.3319,1.3629,1.0412,31.94,32.21,4.2893,102.4373,75.785,131.1039,0.8981,0.722,1.0368,7.7656,112.52
7/30/2010,1.3069,1.5714,1.7585,6.7735,5.701,46.35,86.43,1182,3.1825,12.6421,6.0455,7.1972,7.2915,1.3595,1.041,31.95,32.24,4.2893,102.1291,75.4701,130.8311,0.9051,0.7261,1.0293,7.7672,112.75
8/2/2010,1.3174,1.5897,1.746,6.774,5.6548,46.09,86.42,1172.5,3.1595,12.5771,5.9625,7.0986,7.2762,1.3506,1.0379,31.76,32.19,4.2893,101.6436,74.9863,130.3849,0.9135,0.7339,1.0227,7.7638,112.45
8/3/2010,1.3239,1.5941,1.7568,6.7728,5.628,46.11,85.88,1167.2,3.157,12.582,5.954,7.086,7.2821,1.349,1.0384,31.75,32.16,4.2893,101.4671,74.7317,130.3337,0.915,0.735,1.0219,7.7605,112.3
8/4/2010,1.3158,1.5887,1.7582,6.772,5.6633,46.02,86.26,1167.25,3.167,12.546,5.9941,7.1408,7.2642,1.3521,1.0514,31.79,32.13,4.2893,101.566,74.9451,130.2628,0.916,0.7348,1.0184,7.7636,112.3
8/5/2010,1.3157,1.586,1.7565,6.7705,5.6632,46.06,85.83,1166,3.156,12.5441,6.0027,7.1369,7.2497,1.3528,1.0475,31.76,32.05,4.2893,101.4721,74.8239,130.2154,0.9131,0.7269,1.0154,7.7637,112.3
8/6/2010,1.3282,1.5979,1.7585,6.768,5.6094,45.94,85.25,1161,3.148,12.6667,5.9549,7.0805,7.2425,1.3475,1.0365,31.7,31.99,4.2893,101.4104,74.6378,130.3346,0.9165,0.7295,1.0272,7.7629,112.3
8/9/2010,1.3241,1.5945,1.754,6.767,5.6273,46.07,85.88,1160,3.14,12.6305,5.9617,7.0959,7.1804,1.3477,1.0457,31.65,31.93,4.2893,101.4867,74.8438,130.2212,0.917,0.7298,1.0266,7.7613,112.25
8/10/2010,1.3095,1.5776,1.7613,6.772,5.6891,46.3,85.88,1168.6,3.1555,12.69,6.0528,7.1944,7.213,1.356,1.0575,31.75,31.95,4.2893,102.0205,75.4595,130.5943,0.9086,0.7204,1.0347,7.7638,112.35
8/11/2010,1.2899,1.5688,1.767,6.7745,5.7748,46.66,85.36,1182,3.17,12.7314,6.1636,7.3475,7.2766,1.3645,1.0584,31.8,31.91,4.2893,102.5699,76.1173,130.9465,0.9006,0.7175,1.0455,7.7662,112.3
8/12/2010,1.2866,1.5573,1.7685,6.7843,5.7906,46.7,85.83,1185.9,3.1825,12.717,6.158,7.3736,7.277,1.3608,1.0485,31.92,31.89,4.2893,102.6996,76.248,131.0639,0.8964,0.7098,1.0433,7.7679,112.3
8/13/2010,1.2767,1.558,1.7718,6.7957,5.8357,46.61,86.2,1183.7,3.166,12.7225,6.205,7.4364,7.31,1.3625,1.0526,31.9,31.88,4.2893,102.8675,76.4721,131.1401,0.8955,0.708,1.04,7.7723,112.3
8/16/2010,1.2838,1.5679,1.758,6.8038,5.8011,46.68,85.33,1186.9,3.18,12.6533,6.1458,7.3583,7.265,1.3612,1.0378,31.92,31.79,4.2893,102.6219,76.1463,131.0263,0.8976,0.7086,1.0429,7.7723,112.4
8/17/2010,1.289,1.5586,1.7513,6.792,5.7785,46.6,85.51,1176,3.1548,12.5833,6.13,7.312,7.254,1.3528,1.0434,31.86,31.72,4.2893,102.2322,75.8271,130.5705,0.9067,0.7144,1.0311,7.7699,112.35
8/18/2010,1.2872,1.5619,1.7513,6.7911,5.786,46.54,85.31,1174,3.143,12.5975,6.1528,7.338,7.2539,1.3489,1.0404,31.85,31.59,4.2893,102.1715,75.7829,130.4917,0.8995,0.7159,1.0286,7.7691,112.4
8/19/2010,1.2837,1.5612,1.7626,6.7897,5.8043,46.35,85.27,1172.15,3.1298,12.731,6.1745,7.3777,7.287,1.3545,1.031,31.89,31.54,4.2983,102.5014,76.094,130.8205,0.8928,0.7071,1.0397,7.7697,112.35
8/20/2010,1.2687,1.5515,1.7615,6.79,5.873,45.7,85.63,1183.2,3.1408,12.7705,6.2542,7.4316,7.3325,1.3583,1.0372,31.92,31.52,4.2893,102.9867,76.7765,130.9932,0.8881,0.7025,1.0499,7.7759,112.25
8/23/2010,1.2663,1.5532,1.764,6.7995,5.883,46.5,85.16,1181.6,3.1308,12.8751,6.2421,7.4046,7.3406,1.357,1.0391,31.9,31.45,4.2893,103.1017,76.7656,131.2731,0.893,0.708,1.0512,7.7747,112.4
8/24/2010,1.2675,1.5471,1.7622,6.7966,5.8754,46.86,84.16,1191,3.1418,12.9184,6.2868,7.449,7.3492,1.3591,1.0307,31.98,31.51,4.2893,103.2087,76.7195,131.5835,0.8862,0.7069,1.0563,7.7769,112.4
8/25/2010,1.2652,1.546,1.768,6.7995,5.8849,46.87,84.56,1196.15,3.1458,13.0291,6.3464,7.465,7.3494,1.3607,1.0273,32.02,31.47,4.2893,103.5112,77.01,131.8783,0.8807,0.698,1.064,7.777,112.53
8/26/2010,1.2717,1.5574,1.759,6.7998,5.8547,46.78,84.61,1190.1,3.1388,12.9753,6.2925,7.4013,7.312,1.355,1.0253,32,31.34,4.2893,103.1386,76.588,131.6046,0.8881,0.7043,1.0545,7.778,112.55
8/27/2010,1.2765,1.5528,1.7493,6.7977,5.8339,46.8,85.1,1195.1,3.1383,13.0008,6.2452,7.3454,7.307,1.3528,1.0268,31.98,31.22,4.2893,103.1351,76.5496,131.65,0.8979,0.7106,1.0547,7.7788,112.6
8/30/2010,1.2686,1.5473,1.757,6.8029,5.8696,46.87,84.67,1191,3.1398,13.1436,6.2912,7.3908,7.3355,1.354,1.0244,32.02,31.28,4.2893,103.3726,76.7211,131.9599,0.894,0.7089,1.0561,7.7787,112.65
8/31/2010,1.2704,1.5358,1.7529,6.8069,5.858,47.02,84.1,1198,3.149,13.1671,6.2877,7.369,7.3725,1.3546,1.015,32.01,31.27,4.2893,103.4934,76.7839,132.1514,0.891,0.6995,1.064,7.7781,112.7
9/1/2010,1.2813,1.5472,1.7406,6.8102,5.8102,46.74,84.48,1184,3.13,13.04,6.1755,7.2696,7.2905,1.3468,1.0149,31.99,31.16,4.2893,102.9076,76.1873,131.6295,0.9093,0.7128,1.0497,7.7738,112.7
9/2/2010,1.2824,1.5393,1.7339,6.807,5.8041,46.65,84.15,1178,3.1265,13.055,6.1456,7.2552,7.2279,1.3457,1.0118,31.96,31.15,4.2893,102.8546,76.1786,131.519,0.9104,0.7152,1.052,7.7702,112.55
9/3/2010,1.2885,1.5452,1.7238,6.8014,5.7774,46.58,84.45,1173,3.1138,12.945,6.1226,7.2318,7.1825,1.3437,1.0174,31.87,31.16,4.2893,102.4686,75.8348,131.1065,0.9155,0.721,1.0411,7.7714,112.65
9/6/2010,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
9/7/2010,1.2723,1.5315,1.728,6.7906,5.8506,46.82,83.75,1177,3.1238,13.0599,6.2053,7.3134,7.2565,1.3477,1.0114,31.94,31.16,4.2893,102.803,76.1675,131.4152,0.9143,0.7217,1.0426,7.7679,112.57
9/8/2010,1.2727,1.5513,1.723,6.794,5.8482,46.5,83.85,1171.5,3.1058,13.0135,6.1911,7.2749,7.2403,1.343,1.0106,31.9,31.01,4.2893,102.5544,75.9304,131.1712,0.9185,0.7233,1.0359,7.7692,112.65
9/9/2010,1.2708,1.5448,1.7256,6.782,5.859,46.3,83.83,1166.75,3.1058,13.0127,6.1886,7.272,7.19,1.341,1.0149,31.84,30.79,4.2893,102.4528,75.913,130.9604,0.9248,0.7266,1.0323,7.7691,112.4
9/10/2010,1.2731,1.5387,1.7183,6.769,5.8482,46.28,84.13,1164.85,3.1018,12.9605,6.1759,7.2326,7.1875,1.34,1.0175,31.82,30.76,4.2893,102.4014,76.0045,130.714,0.9258,0.7278,1.0357,7.766,112.4
9/13/2010,1.289,1.5466,1.7165,6.7595,5.7763,46.26,83.53,1159,3.1,12.8635,6.104,7.1346,7.1334,1.3362,1.0079,31.68,30.72,4.2893,101.7961,75.2926,130.3081,0.9359,0.7337,1.0277,7.7666,112.4
9/14/2010,1.3014,1.5559,1.7037,6.743,5.7204,46.15,83.05,1159.5,3.0988,12.8177,6.0244,7.0469,7.0422,1.3326,0.9938,31.72,30.74,4.2893,101.3456,74.7185,130.0701,0.9436,0.7375,1.0219,7.7657,112.4
9/15/2010,1.3008,1.5641,1.7176,6.738,5.7249,46.23,85.63,1158,3.116,12.7772,6.0902,7.0826,7.083,1.3379,1.0032,31.72,30.84,4.2893,101.6792,75.2704,130.0686,0.9397,0.733,1.0281,7.7667,112.45
9/16/2010,1.3079,1.5612,1.7198,6.725,5.6938,46.14,85.72,1161,3.116,12.8531,6.0975,7.0527,7.1626,1.3373,1.0143,31.66,30.78,4.2893,101.6523,75.1663,130.1521,0.9351,0.7227,1.0274,7.7668,112.28
9/17/2010,1.3046,1.5635,1.7145,6.723,5.7078,45.88,85.77,1160,3.101,12.8075,6.0954,7.0629,7.1301,1.3363,1.0092,31.65,30.73,4.2893,101.6645,75.3385,129.9395,0.9378,0.7263,1.0331,7.7646,112.4
9/20/2010,1.3074,1.5564,1.7158,6.7135,5.6958,45.65,85.74,1160.5,3.1015,12.771,6.0453,6.9909,7.118,1.3331,1.005,31.63,30.72,4.2893,101.4659,75.143,129.7533,0.9479,0.7298,1.028,7.7634,112.35
9/21/2010,1.3136,1.5551,1.7276,6.7059,5.6706,45.59,85.36,1160,3.1,12.7638,6.0279,6.9669,7.1208,1.3315,1.0038,31.58,30.8,4.2893,101.3656,75.0263,129.6844,0.9475,0.7282,1.0314,7.7617,112.36
9/22/2010,1.3385,1.5649,1.7226,6.7035,5.5652,45.56,84.37,1150,3.09,12.696,5.9048,6.8608,7.0236,1.3258,0.9865,31.52,30.62,4.2893,100.7519,74.2641,129.3316,0.9536,0.7354,1.0325,7.7581,112.36
9/23/2010,1.3344,1.5723,1.7187,6.7046,5.583,45.56,84.32,1150.65,3.093,12.6413,5.9325,6.8868,7.028,1.3262,0.9843,31.54,30.68,4.2893,100.7215,74.2719,129.2501,0.9538,0.732,1.0307,7.7591,112.35
9/24/2010,1.3476,1.5829,1.7119,6.7035,5.5285,45.1,84.24,1154.2,3.092,12.5485,5.8865,6.82,7.0045,1.3226,0.9828,31.34,30.65,4.2893,100.3057,73.8287,128.9093,0.9584,0.734,1.0262,7.7561,112.15
9/27/2010,1.3475,1.5851,1.7089,6.6911,5.5272,44.94,84.17,1146,3.09,12.5176,5.9018,6.838,7.0042,1.3217,0.9831,31.35,30.55,4.2893,100.1607,73.8034,128.608,0.9622,0.735,1.026,7.7579,111.75
9/28/2010,1.3583,1.5808,1.7071,6.6904,5.4862,45.04,83.82,1145.5,3.0915,12.4926,5.8563,6.7649,6.9754,1.318,0.9756,31.41,30.54,4.2893,100.0216,73.5988,128.5735,0.9673,0.7387,1.0305,7.7578,111.75
9/29/2010,1.3638,1.5812,1.7039,6.6869,5.4643,44.8,83.61,1139,3.084,12.4885,5.8378,6.7144,6.9572,1.315,0.9752,31.15,30.44,4.2893,99.8175,73.4255,128.3439,0.9714,0.7382,1.03,7.7574,111.74
9/30/2010,1.3601,1.5731,1.696,6.6905,5.4791,44.56,83.53,1140.1,3.086,12.627,5.8952,6.7626,6.9509,1.3162,0.9808,31.19,30.32,4.2893,99.9943,73.5448,128.5864,0.964,0.7329,1.0293,7.7599,111.7
10/1/2010,1.3754,1.5829,1.681,6.6895,5.4182,44.41,83.3,1130.25,3.085,12.5433,5.8379,6.7117,6.932,1.3117,0.9761,31.3,30.15,4.2893,99.4979,72.9675,128.2494,0.971,0.7423,1.0214,7.7573,111.75
10/4/2010,1.3688,1.5849,1.6887,6.6912,5.4449,44.55,83.33,1122.25,3.09,12.6081,5.8743,6.7725,7.021,1.3143,0.9723,31.24,30.11,4.2893,99.6611,73.1489,128.3717,0.9666,0.7413,1.0235,7.7579,111.7
10/5/2010,1.3834,1.5915,1.6733,6.6906,5.3867,44.46,83.17,1129.85,3.095,12.5141,5.8178,6.7018,6.8857,1.3098,0.9663,31.06,30.09,4.2893,99.2358,72.6395,128.1049,0.9699,0.7486,1.0169,7.7558,111.58
10/6/2010,1.3924,1.5903,1.6721,6.6893,5.3516,44.25,82.8,1117.4,3.093,12.48,5.7744,6.6991,6.845,1.3072,0.9604,30.86,29.9,4.2893,98.8026,72.179,127.7506,0.9781,0.7546,1.0073,7.7552,111.7
10/7/2010,1.3921,1.593,1.6798,6.6903,5.3542,44.21,82.35,1114,3.089,12.5452,5.8135,6.6572,6.89,1.3075,0.9667,30.74,29.93,4.2893,98.9246,72.3062,127.854,0.9815,0.7496,1.0167,7.7527,111.68
10/8/2010,1.3923,1.5951,1.6748,6.671,5.3552,44.39,81.86,1120.7,3.113,12.4671,5.8199,6.673,6.8415,1.3055,0.9609,30.84,29.95,4.2893,98.7479,72.1356,127.6848,0.9866,0.7545,1.0138,7.7567,111.65
10/11/2010,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
10/12/2010,1.3846,1.5799,1.6697,6.6733,5.3852,44.55,81.74,1130.15,3.107,12.4285,5.8764,6.696,6.871,1.306,0.9593,30.98,29.94,4.2893,98.8569,72.2676,127.7508,0.9848,0.7536,1.0111,7.7586,111.6
10/13/2010,1.3964,1.5843,1.6574,6.6634,5.3399,44.35,81.81,1119,3.0915,12.3705,5.799,6.6343,6.81,1.3027,0.9588,30.84,29.83,4.2893,98.4052,71.8332,127.3162,0.9922,0.7625,1.0028,7.7599,111.7
10/14/2010,1.4066,1.5992,1.6633,6.6505,5.2997,44.05,81.44,1110.4,3.082,12.4156,5.7426,6.558,6.79,1.2972,0.953,30.66,29.79,4.2893,98.1362,71.5122,127.1476,0.9943,0.7584,1.0036,7.7578,111.7
10/15/2010,1.3998,1.6027,1.6576,6.6397,5.3268,44.15,81.32,1109.6,3.082,12.415,5.7939,6.6209,6.8125,1.2961,0.9562,30.66,29.79,4.2893,98.2716,71.7939,127.06,0.9883,0.7558,1.0108,7.7573,111.75
10/18/2010,1.3978,1.5907,1.6632,6.644,5.3353,44.26,81.16,1115,3.0955,12.4205,5.8244,6.6383,6.866,1.2985,0.9558,30.75,29.85,4.2893,98.4475,71.9235,127.2859,0.9917,0.7571,1.0145,7.7569,111.67
10/19/2010,1.3827,1.5739,1.6914,6.6444,5.3935,44.3,81.6,1126.7,3.107,12.4625,5.8981,6.749,6.937,1.3075,0.9702,30.89,29.96,4.2893,99.1269,72.7575,127.6826,0.9758,0.7493,1.0298,7.7595,111.8
10/20/2010,1.3949,1.5857,1.6749,6.6518,5.3451,44.25,81.14,1124.9,3.12,12.4025,5.8326,6.6679,6.9192,1.3028,0.9615,30.83,29.88,4.2893,98.7464,72.2389,127.5334,0.9848,0.7536,1.0245,7.7626,111.67
10/21/2010,1.3973,1.5753,1.693,6.6502,5.3376,44.25,81.16,1128.4,3.1045,12.3885,5.8266,6.6498,6.916,1.299,0.9642,30.74,29.81,4.2893,98.724,72.2142,127.5165,0.9838,0.7501,1.0232,7.7638,111.7
10/22/2010,1.3904,1.5677,1.6948,6.6583,5.364,44.52,81.48,1125.6,3.113,12.4021,5.8173,6.6408,6.9526,1.2994,0.9792,30.83,29.92,4.2893,98.9832,72.5371,127.6612,0.9784,0.7451,1.0262,7.7648,111.64
10/25/2010,1.3986,1.5748,1.7078,6.6579,5.3324,44.39,80.61,1115.6,3.092,12.3278,5.7794,6.5734,6.92,1.292,0.9711,30.42,29.82,4.2893,98.4955,72.0174,127.2638,0.9933,0.7538,1.0197,7.7578,111.65
10/26/2010,1.3873,1.5871,1.7053,6.6625,5.3756,44.54,81.28,1122,3.095,12.382,5.8529,6.7083,6.9271,1.2974,0.9824,30.65,29.88,4.2893,98.8682,72.411,127.5723,0.9863,0.7498,1.022,7.7583,111.67
10/27/2010,1.3788,1.5782,1.7164,6.6805,5.4077,44.4,81.55,1130,3.106,12.465,5.9003,6.7647,7.072,1.306,0.9893,30.74,29.97,4.2893,99.4146,72.9262,128.1136,0.9699,0.7436,1.0321,7.7587,111.53
10/28/2010,1.3929,1.5945,1.7119,6.6867,5.3547,44.36,80.99,1123,3.108,12.4061,5.8842,6.7193,6.99,1.296,0.9834,30.63,29.92,4.2893,98.8809,72.1998,127.904,0.9787,0.7548,1.0194,7.7561,111.6
10/29/2010,1.3894,1.602,1.6982,6.6707,5.3671,44.44,80.48,1124,3.11,12.3415,5.8785,6.7048,6.9755,1.2945,0.985,30.6,29.92,4.2893,98.711,72.1447,127.5854,0.9798,0.7625,1.0187,7.7515,111.6
11/1/2010,1.3888,1.605,1.7042,6.6892,5.3688,44.36,80.66,1116.73,3.09,12.3417,5.8667,6.6923,7.005,1.2916,0.9935,30.5,29.85,4.2893,98.6635,72.0632,127.591,0.9878,0.7676,1.0133,7.7515,111.65
11/2/2010,1.4026,1.601,1.7033,6.6775,5.3156,44,80.8,1111,3.0875,12.301,5.848,6.6421,6.915,1.2872,0.9782,30.45,29.79,4.2893,98.3135,71.6899,127.3072,0.999,0.7717,1.0098,7.751,111.65
11/3/2010,1.4014,1.608,1.6985,6.6758,5.3195,44.38,81.41,1109.8,3.084,12.2962,5.8507,6.6479,6.909,1.2887,0.9793,30.42,29.76,4.2893,98.3425,71.7722,127.257,0.9967,0.7753,1.009,7.7504,111.65
11/4/2010,1.4224,1.6282,1.679,6.6609,5.2405,44.08,80.61,1106.53,3.082,12.2371,5.7307,6.5145,6.811,1.2824,0.9629,30.17,29.67,4.2893,97.6129,70.9384,126.7471,1.0143,0.7946,1.0022,7.7501,111.55
11/5/2010,1.4033,1.6211,1.6831,6.655,5.3094,43.9,81.35,1107.7,3.082,12.2121,5.7645,6.5991,6.793,1.2862,0.958,30.19,29.61,4.2893,97.8703,71.4119,126.6687,1.0138,0.7944,1.0012,7.7506,111.4
11/8/2010,1.3927,1.615,1.6974,6.6791,5.3514,44.29,81.14,1114,3.091,12.246,5.804,6.6954,6.85,1.2869,0.9642,30.18,29.58,4.2893,98.2202,71.6571,127.1359,1.0134,0.7902,1.0021,7.7506,111.48
11/9/2010,1.3865,1.605,1.6987,6.6424,5.3759,44.25,81.15,1111.4,3.095,12.2155,5.8116,6.6931,6.8354,1.2855,0.9646,30.14,29.49,4.2893,98.1522,71.7988,126.7738,1.012,0.7867,1.0013,7.7508,111.58
11/10/2010,1.3728,1.6071,1.709,6.6335,5.4277,44.28,82.53,1109.6,3.087,12.256,5.8828,6.754,6.896,1.2885,0.9739,30.12,29.58,4.2893,98.4993,72.327,126.8314,1.0025,0.7811,1.0016,7.7505,111.62
11/11/2010,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
11/12/2010,1.37,1.6172,1.72,6.6368,5.4407,44.78,82.44,1127.2,3.109,12.2678,5.9462,6.8407,6.907,1.2934,0.9758,30.22,29.79,4.2893,98.7878,72.5126,127.24,0.9906,0.7766,1.0079,7.7511,111.6
11/15/2010,1.3615,1.6064,1.7216,6.6418,5.4744,45.11,82.9,1134.7,3.137,12.2862,5.9815,6.8656,6.9525,1.3009,0.9837,30.19,29.89,4.2893,99.0686,72.7829,127.5108,0.9904,0.777,1.0064,7.7523,111.68
11/16/2010,1.3517,1.5881,1.7378,6.6378,5.5149,45.51,83.41,1129.8,3.129,12.445,6.0589,6.9486,7.05,1.3046,0.9924,30.25,29.9,4.2893,99.7069,73.5499,127.9111,0.9755,0.7674,1.0231,7.7543,111.68
11/17/2010,1.3555,1.5941,1.7227,6.6415,5.4989,45.09,83.15,1143.75,3.129,12.3633,6.0149,6.9169,7.0204,1.3017,0.9895,30.44,30.01,4.2893,99.5557,73.3284,127.8723,0.9821,0.772,1.0205,7.7559,111.45
11/18/2010,1.3618,1.601,1.7137,6.633,5.4744,45.14,83.64,1129.9,3.118,12.2951,5.9963,6.8791,7.0028,1.2963,0.9969,30.27,29.95,4.2893,99.2499,73.1801,127.3707,0.989,0.7773,1.0172,7.7527,111.65
11/19/2010,1.3654,1.5961,1.7204,6.6398,5.4604,45.25,83.49,1131.15,3.113,12.3,5.99,6.8709,7.0165,1.298,0.9979,30.27,29.96,4.2893,99.2984,73.1877,127.4728,0.9846,0.7771,1.0206,7.7536,111.65
11/22/2010,1.3612,1.5932,1.7223,6.6414,5.4774,45.48,83.46,1126,3.1,12.3001,6.0154,6.8924,6.9952,1.2981,0.9917,30.15,29.92,4.2893,99.2949,73.219,127.4204,0.9867,0.7721,1.0187,7.754,111.35
11/23/2010,1.3388,1.5824,1.7378,6.6433,5.5686,45.56,82.86,1162,3.127,12.473,6.107,6.9856,7.0976,1.3129,0.9951,30.51,30.03,4.2893,100.0498,73.7857,128.375,0.973,0.7618,1.024,7.7588,111.3
11/24/2010,1.335,1.5774,1.723,6.6529,5.5796,45.72,83.38,1146,3.135,12.4016,6.0787,6.942,7.068,1.3085,0.9945,30.44,29.99,4.2893,99.8464,73.6526,128.0903,0.9822,0.7625,1.011,7.7593,111.2
11/25/2010,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
11/26/2010,1.3243,1.5616,1.7268,6.6675,5.6274,45.82,84.08,1153.95,3.1525,12.494,6.1563,6.9969,7.121,1.3194,1.0016,30.46,30.26,4.2893,100.4593,74.2766,128.6351,0.964,0.7505,1.0188,7.7634,111.42
11/29/2010,1.3092,1.5557,1.7282,6.66,5.6917,45.8,84.34,1164.05,3.15,12.5668,6.1988,7.013,7.1671,1.3223,1.0012,30.52,30.18,4.2893,100.8325,74.7486,128.8388,0.9594,0.7447,1.0227,7.7656,111.4
11/30/2010,1.3036,1.5578,1.7146,6.667,5.7171,45.83,83.56,1157.2,3.165,12.454,6.1871,7.0125,7.0855,1.3202,0.9985,30.47,30.17,4.2893,100.7729,74.8113,128.6138,0.9607,0.7445,1.0266,7.7649,111.35
12/1/2010,1.3149,1.5603,1.703,6.663,5.6679,45.29,84,1149,3.15,12.3735,6.1362,6.9666,7.01,1.309,0.9997,30.37,30.04,4.2893,100.3051,74.3838,128.1284,0.9675,0.7497,1.016,7.7665,111.14
12/2/2010,1.3228,1.561,1.7015,6.6609,5.6329,45.09,83.53,1148,3.151,12.3471,6.0776,6.9024,6.8865,1.3062,0.9901,30.34,30.01,4.2893,99.9016,73.8365,127.9598,0.9774,0.7561,1.0045,7.7659,111.22
12/3/2010,1.3367,1.5723,1.6859,6.6628,5.5753,44.9,82.73,1136.5,3.146,12.3549,5.9936,6.8257,6.8537,1.303,0.9764,30.22,30.03,4.289,99.5141,73.3432,127.7544,0.9877,0.7625,1.0059,7.7616,111.23
12/6/2010,1.3275,1.568,1.6848,6.6483,5.6122,44.89,82.7,1136.7,3.143,12.387,6.0156,6.86,6.887,1.3055,0.9848,30.14,30.01,4.2893,99.6273,73.5634,127.707,0.9883,0.7601,1.0056,7.7612,111.15
12/7/2010,1.3323,1.5802,1.6809,6.6455,5.5938,44.7,83.04,1130,3.143,12.4255,5.9751,6.8604,6.88,1.3035,0.9828,30.08,29.98,4.2893,99.5832,73.5434,127.6329,0.9894,0.7615,1.0093,7.763,111.1
12/8/2010,1.3242,1.5792,1.6901,6.6616,5.6302,45,84.16,1142.5,3.1445,12.4362,6.0289,6.8921,6.9321,1.3147,0.9879,30.16,30.1,4.2893,99.9854,73.943,128.0046,0.978,0.7482,1.01,7.768,110.85
12/9/2010,1.3206,1.5733,1.7064,6.6549,5.6455,45.13,83.85,1140,3.14,12.4725,6.0446,6.9052,6.8855,1.312,0.9846,30.16,30.06,4.2893,100.0186,73.9718,128.0411,0.9823,0.7467,1.0098,7.7731,110.83
